Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
transformers-power-of-the-primes-voyager-terrorcon-hun-gurrr-1-7-inch-figure,Transformers Power of the Primes Voyager Terrorcon Hun-Gurrr 1 7-Inch Figure,"The Autobots and Decepticons use Prime Masters to wield the incredible powers of the most legendary bots in the universe: the Primes. Prime Masters carry the spark of a Prime, allowing them to share a Prime's godlike ability with other bots.",TRANSFORMERS,,TOYS,"egnition-sample-data, toys, transformers",true,Title,Default Title,,,,,TOY251,0.0,shopify,8,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/2987d0a457cc8691b42028955976d6d3.jpg?v=1676441147,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-naboo-n-1-starfighter-starship,Hot Wheels Star Wars Naboo N-1 Starfighter Starship,"Two of the most iconic brands in adventure Hot Wheels and Star Wars have formed an alliance! Launch into hyperdrive with one of the most iconic starships from Star Wars, brought to you by Hot Wheels.",STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY250,0.0,shopify,3,deny,manual,4.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/6a6f0875f31d172c1862cb3187bb8b5e.jpg?v=1676441144,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-classic-luke-x-wing-carship-vehicle,Hot Wheels Star Wars Classic Luke X-Wing Carship Vehicle,Your favorite Star Wars starships have been reimagined as Hot Wheels cars for optimal speed and maximum performance! Carships capture the attributes of iconic starships while accelerating to lightspeed on Hot Wheels track.,STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY249,0.0,shopify,7,deny,manual,3.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/c4fc37b9238218243ea971ba3253e4f9.jpg?v=1676441142,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-character-car-2-pack-luke-skywalker-and-rancor,Hot Wheels Star Wars Character Car 2-Pack Luke Skywalker and Rancor,Two of the most iconic brands in adventure Hot Wheels and Star Wars have formed an alliance!,STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY248,0.0,shopify,14,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/dfd15f08eb42be12a5db7fea303f7558.jpg?v=1676441140,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-character-car-2-pack-han-solo-and-greedo,Hot Wheels Star Wars Character Car 2-Pack Han Solo and Greedo,Two of the most iconic brands in adventure Hot Wheels and Star Wars have formed an alliance! Kids and collectors alike will love seeing their favorite Star Wars characters reimagined as Hot Wheels cars. ,STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY247,0.0,shopify,9,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/a84e227eabb2554d1d0d700ac388e70f.jpg?v=1676441138,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-slave-1-vs-jedi-starfighter-starship-2-pack,Hot Wheels Star Wars Slave 1 Vs. Jedi Starfighter Starship 2-Pack,"Two of boys favorite brands Hot Wheels and Star Wars have joined forces! Launch into hyperdrive with pairs of the most iconic starship vehicles from Star Wars, specially made with Hot Wheels die-cast. ",STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY246,0.0,shopify,11,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/0994bf01cf80955593a2acd0b1b83e21.jpg?v=1676441136,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-darth-vader-tie-advanced-x1-prototype-starship,Hot Wheels Star Wars Darth Vader Tie Advanced X1 Prototype Starship,"Two of the most iconic brands in adventure Hot Wheels and Star Wars have formed an alliance! Launch into hyperdrive with one of the most iconic starships from Star Wars, brought to you by Hot Wheels. ",STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY245,0.0,shopify,0,deny,manual,4.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/16eed279bf460f85c7cb28eb70c2777a.jpg?v=1676441134,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-first-order-stormtrooper-and-captain-phasma,Hot Wheels Star Wars First Order Stormtrooper and Captain Phasma,"Two of the most iconic brands in adventure, Hot Wheels and Star Wars have formed an alliance!",STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY244,0.0,shopify,1,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/0eff19d4ce69f9d72d39d3df876a74fb.jpg?v=1676441132,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-flight-controller-handheld-accessory,HOT WHEELS Star Wars Flight Controller Handheld Accessory,"The Hot Wheels Star Wars Flight Controller gives kids the ability to operate the ultimate flying"" experience.",STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, on-sale, star-wars, toys",true,Title,Default Title,,,,,TOY243,0.0,shopify,3,deny,manual,10.49,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b6cd65c08e96ee28ff339223d5c7f47a.jpg?v=1676441130,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-death-star-play-case-play-set,"Hot Wheels Star Wars, Death Star Play Case, Play Set","Two of boys favorite brands, Hot Wheels and Star Wars have joined forces! The Hot Wheels Star Wars Death Star Play Case lets kids store, display and play with a universe of Hot Wheels Star Wars starships.",STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY242,0.0,shopify,13,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3d15c56cd28073d3cbd87b3bd445becf.jpg?v=1676441128,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-the-force-awakens-starship-millennium-falcon-die-cast-vehicle,"Hot Wheels Star Wars The Force Awakens Starship, Millennium Falcon Die-Cast Vehicle","Launch into hyperdrive with one of the most iconic starships from Star Wars, brought to you by Hot Wheels.",STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY241,0.0,shopify,11,deny,manual,4.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3bebb7cc468ce93874a4e6b118ee3497.jpg?v=1676441126,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-blast-attack-resistance-x-wing-fighter-starship,Hot Wheels Star Wars Blast Attack Resistance X-Wing Fighter Starship,Kids will love re-creating some of the galaxy most epic battles and fiercest showdowns with these Blast Attack starships.,STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, on-sale, star-wars, toys",true,Title,Default Title,,,,,TOY240,0.0,shopify,19,deny,manual,4.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/2ca64837cda0a7f590eaccd083d4aa7a.jpg?v=1676441124,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
star-wars-rogue-one-starship-4-pack,"Star Wars Rogue One Starship, 4-pack",This assortment includes four starships in each pack celebrating some of the greatest heroes and villains ships from every era of the Star Wars Universe!,STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, on-sale, star-wars, toys",true,Title,Default Title,,,,,TOY239,0.0,shopify,2,deny,manual,12.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/851a2ce7b4b022403c4ef0c65b674702.jpg?v=1676441122,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-battle-of-geonosis-play-set,Hot Wheels Star Wars Battle of Geonosis Play Set,"Kids can re-create a key scene from Star Wars Episode II: Attack of the Clones, with this out-of-this-world starship play set.",STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, on-sale, star-wars, toys",true,Title,Default Title,,,,,TOY238,0.0,shopify,4,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/cc0e144152d292e6c9430014e07541b9.jpg?v=1676441120,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-stormtrooper-and-death-trooper-character-car-2-pack,Hot Wheels Star Wars Stormtrooper and Death Trooper Character Car 2-Pack,"Two of the most iconic brands in adventure, Hot Wheels and Star Wars have formed an alliance! Kids and collectors alike will love seeing their favorite Star Wars characters reimagined as Hot Wheels cars.",STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY237,0.0,shopify,15,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/afb51e7eafac93daa132aaf76ae74bce.jpg?v=1676441118,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-millennium-falcon-carship-vehicle,Hot Wheels Star Wars Millennium Falcon Carship Vehicle,Your favorite Star Wars starships have been reimagined as Hot Wheels cars for optimal speed and maximum performance! Carships capture the attributes of iconic starships while accelerating to lightspeed on Hot Wheels track (sold separately).,STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY236,0.0,shopify,8,deny,manual,3.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/a8487bb3cb86ee36333aa64005d52fae.jpg?v=1676441116,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-tie-fighter-blast-out-battle-play-set,Hot Wheels Star Wars Tie Fighter Blast-Out Battle Play Set,Two of boys' favorite brands Hot Wheels and Star Wars have joined forces!,STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, on-sale, star-wars, toys",true,Title,Default Title,,,,,TOY235,0.0,shopify,12,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/ca4fa07b095e5d86fff9a51fca2555fe.jpg?v=1676441114,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fighter-carship-hot-wheels-star-wars-rogue-one-partisan-x-wing-fighter-carship,"Fighter Carship
Hot Wheels Star Wars Rogue One Partisan X-wing Fighter Carship",Your favorite Star Wars starships have been reimagined as Hot Wheels cars for optimal speed and maximum performance! Carships capture the attributes of iconic starships while accelerating to lightspeed on Hot Wheels track (sold separately).,STAR WARS,,TOYS,"egnition-sample-data, hot-wheels, star-wars, toys",true,Title,Default Title,,,,,TOY234,0.0,shopify,20,deny,manual,3.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b76f167f970e88941d7b3171c7ad278f.jpg?v=1676441112,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-starship-battle-scenes-play-set-assortment,Hot Wheels Star Wars Starship Battle Scenes Play Set Assortment,Two of the most iconic brands in adventure Hot Wheels and Star Wars have formed an alliance! Kids will love recreating battles based on epic scenes from legendary Star Wars movies with thrilling sets that test their skills.,STAR WARS,,TOYS,"egnition-sample-data, on-sale, star-wars, toys",true,Title,Default Title,,,,,TOY233,0.0,shopify,15,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/be1617492d6a021d183b0a7a2b41def6.jpg?v=1676441111,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-trench-run-play-set,Hot Wheels Star Wars Trench Run Play Set,Two of the most iconic brands in adventure Hot Wheels and Star Wars have formed an alliance! Kids will love creating epic battles between the Force and the Dark Side with thrilling play sets that test their skills.,STAR WARS,,TOYS,"egnition-sample-data, on-sale, star-wars, toys",true,Title,Default Title,,,,,TOY232,0.0,shopify,17,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/23611e727e4936e32034f67ea82125fe.jpg?v=1676441109,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hot-wheels-star-wars-starship-battle-scenes-play-set,Hot Wheels Star Wars Starship Battle Scenes Play Set,Two iconic adventure brands Hot Wheels and Star Wars have formed an alliance! Kids will love recreating epic Star Wars battles between the light side and the dark side with this Battle Scenes set that displays their Hot Wheels Star Wars die-cast starships.,STAR WARS,,TOYS,"egnition-sample-data, on-sale, star-wars, toys",true,Title,Default Title,,,,,TOY231,0.0,shopify,8,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/f9669dfe68c31748f7e8387040274a93.jpg?v=1676441107,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-the-movie-fluttershy-land-and-sea-snap-on-fashion,My Little Pony the Movie Fluttershy Land and Sea Snap-On Fashion,My Little Pony the Movie Fluttershy Land and Sea Snap-On Fashion,MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY230,0.0,shopify,0,deny,manual,13.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/7d1dd166770ffef5174b6641c047aeab.jpg?v=1676441105,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-my-little-pony-tea-set,My Little Pony My Little Pony Tea Set,My Little Pony My Little Pony Tea Set,MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY229,0.0,shopify,9,deny,manual,22.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/7459a475ba4cb3cf02e961a8a0ce1adc.jpg?v=1676441103,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-the-movie-pinkie-pie-shining-friends-figure,My Little Pony The Movie Pinkie Pie Shining Friends Figure,My Little Pony The Movie Pinkie Pie Shining Friends Figure,MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY228,0.0,shopify,3,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/97132eaf31728862de45257db5802154.jpg?v=1676441101,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-friendship-is-magic-rarity-boutique-salon,My Little Pony Friendship is Magic Rarity Boutique Salon,My Little Pony Friendship is Magic Rarity Boutique Salon,MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY227,0.0,shopify,3,deny,manual,11.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/0013d393e03c6b975ec0377e877a683e.jpg?v=1676441099,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-picnic-basket,My Little Pony Picnic Basket,My Little Pony Picnic Basket,MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY226,0.0,shopify,12,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/7a0b2686d4b65b9e5d44dbe3d070f080.jpg?v=1676441097,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-classic-doll-apple-jack,My Little Pony Classic Doll Apple Jack,"Recommended for ages 5 years and upMade of PlasticIncludes: doll, outfit, belt and pair of bootsDoll size: 10 x 4 x 28cm",MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY225,0.0,shopify,6,deny,manual,13.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4c75d628d851382780cc13cb4c2fe01e.jpg?v=1676441095,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-the-movie-twilight-sparkle-seapony,My Little Pony The Movie Twilight Sparkle - Seapony,My Little Pony The Movie Twilight Sparkle - Seapony,MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY224,0.0,shopify,12,deny,manual,5.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/0dffd62dc5de55ab2a23fa010b01bd21.jpg?v=1676441093,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-friendship-is-magic-applejack-sweet-cart,My Little Pony Friendship is Magic Applejack Sweet Cart,My Little Pony Friendship is Magic Applejack Sweet Cart,MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY223,0.0,shopify,19,deny,manual,11.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/c0f5270037d29531376ea56fe454b57f.jpg?v=1676441091,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-the-movie-fluttershy-seapony,My Little Pony The Movie Fluttershy - Seapony,My Little Pony The Movie Fluttershy - Seapony,MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY222,0.0,shopify,15,deny,manual,11.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/60bdae9a8ab841ed3d95678ca4ed1b35.jpg?v=1676441089,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
my-little-pony-classic-doll-pinkie-pie,My Little Pony Classic Doll Pinkie Pie,"Recommended for ages 5 years and upMade of PlasticIncludes: doll, outfit, 2 bracelets and pair of shoesDoll size: 10 x 4 x 28cm",MY LITTLE PONY,,TOYS,"egnition-sample-data, my-little-pony, toys",true,Title,Default Title,,,,,TOY221,0.0,shopify,18,deny,manual,13.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/5011cd9df120924b3b7bfd6da6aed566.jpg?v=1676441087,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hatchimals-colleggtibles-nursery-playset-hatchery,Hatchimals Colleggtibles Nursery Playset - Hatchery,Hatchimal CollEGGtibles have a magical new place to play! Enter the Hatchery Nursery an enchanted forest where you can hatch and care for your CollEGGtibles!,HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY220,0.0,shopify,1,deny,manual,46.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/16f41d3db622c831ec461651593e806b.jpg?v=1676441085,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hatchimals-colleggtibles-secret-scene-playset,Hatchimals Colleggtibles Secret Scene Playset,"There is a magical, secret world just for Hatchimals CollEGGtibles - and you! On the outside, the Secret Scene Playset is a beautiful egg covered in bright flowers and climbing vines.",HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY219,0.0,shopify,6,deny,manual,28.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/25181fb95ca84faf95b930ed771119b5.jpg?v=1676441083,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
authentic-hatchimals-colleggtibles-12-pack-egg-carton,Authentic Hatchimals CollEGGtibles 12-Pack Egg Carton,Authentic Hatchimals CollEGGtibles 12-Pack Egg Carton,HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY218,0.0,shopify,13,deny,manual,31.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/33b763e8de049e82f775258c593ff1b2.jpg?v=1676441080,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hatchimals-colleggtibles-season-3-1pack,Hatchimals CollEGGtibles Season 3 - 1pack,"Introducing Hatchimals CollEGGtibles adorable collectible Hatchimals that come inside small, speckled eggs.",HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY217,0.0,shopify,12,deny,manual,5.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/36458e2f394a83413d172fb42229a313.jpg?v=1676441078,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hatchimals-colleggtibles-2-pack-egg-carton-1,Hatchimals Colleggtibles 2 Pack Egg Carton,Add some sparkle to your collEGGtion with the new Hatchimals CollEGGtibles 2-Pack Egg Carton!,HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY216,0.0,shopify,14,deny,manual,8.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/43be9d5ca4d86882de55c21553b01026_b9a65ef5-f9d3-435e-9ae6-8ee25566acab.jpg?v=1676441076,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hatchimals-colleggtibles-season-2-1-pack-1,Hatchimals CollEGGtibles Season 2 - 1 Pack,Hatch and discover adorable new faces from magical new places with the Hatchimals CollEGGtibles 1-Pack!,HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY215,0.0,shopify,12,deny,manual,5.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/2745b10d56b56984591f410846be4c74_49a1c99f-5668-472f-b460-3cc7a808e6ae.jpg?v=1676441074,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hatchimals-colleggtibles-2-pack-egg-carton,Hatchimals Colleggtibles 2 Pack Egg Carton,Add some sparkle to your collEGGtion with the new Hatchimals CollEGGtibles 2-Pack Egg Carton! Inside this shimmery case are two Hatchimals CollEGGtibles from Glittering Garden!,HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY214,0.0,shopify,19,deny,manual,8.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/43be9d5ca4d86882de55c21553b01026.jpg?v=1676441072,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hatchimals-colleggtibles-season-2-1-pack,Hatchimals CollEGGtibles Season 2 - 1 Pack,Hatch and discover adorable new faces from magical new places with the Hatchimals CollEGGtibles 1-Pack!,HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY213,0.0,shopify,1,deny,manual,5.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/2745b10d56b56984591f410846be4c74.jpg?v=1676441070,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hatchimals-colleggtibles-season-2-4-pack-with-bonus,Hatchimals CollEGGtibles Season 2 - 4-Pack with Bonus,"Season Two Hatchimals CollEGGtibles have arrived! Meet friendly new faces from magical places! Inside adorable speckled eggs are Hatchimals CollEGGtibles from Snowflake Shire, Crystal Canyon, Magical Meadow and more!",HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY212,0.0,shopify,16,deny,manual,15.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/c87ed97bbb7cd39c82dfc2551dc1b1e3.jpg?v=1676441068,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hatchimals-surprise-peacat-egg,Hatchimals Surprise Peacat Egg,"A magical new egg has arrived! Discover new friends, a new hatch and new fun with Hatchimals Surprise!",HATCHIMALS,,TOYS,"egnition-sample-data, hatchimals, toys",true,Title,Default Title,,,,,TOY211,0.0,shopify,5,deny,manual,93.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3924e626189e5885dd6f9f7391d9ef28.jpg?v=1676441066,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-sky-busters-eurofighter-typhoon-vehicle,Matchbox Sky Busters Eurofighter Typhoon Vehicle,"Now you can reach for the stars and become an ace flyer! The Sky Busters line features realistic, highly detailed airplanes and helicopters that look just like the real thing!",MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY46,0.0,shopify,5,deny,manual,2.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/6c607c63ad775418ec3165221b912cfd.jpg?v=1676441064,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-sky-busters-boeing-ah-64-apache-vehicle,Matchbox Sky Busters Boeing AH-64 Apache Vehicle,"Now you can reach for the stars and become an ace flyer! The Sky Busters line features realistic, highly detailed airplanes and helicopters that look just like the real thing!",MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY45,0.0,shopify,14,deny,manual,2.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/5175645fea2d211e822e37b7e416a618.jpg?v=1676441062,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-9-car-gift-pack,Matchbox 9 Car Gift Pack,"Racing speedsters, heavy duty workhorses, specialty vehicles, and more! It's a Matchbox 9-Car Gift Pack, and it's ready for kid-powered action right out of the box.",MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY210,0.0,shopify,12,deny,manual,9.79,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/01b38869ad0b511854fc890f682a5e48.jpg?v=1676441060,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-elite-rescue-wave-cruiser,Matchbox Elite Rescue Wave Cruiser,The world is in peril - a terrible underwater earthquake is threatening wildlife from below.,MATCHBOX,,TOYS,"egnition-sample-data, matchbox, toys",true,Title,Default Title,,,,,TOY209,0.0,shopify,13,deny,manual,14.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/347976f5a16f0144f01cc3aeea97ff26.jpg?v=1676441058,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-treasure-truck,Matchbox Treasure Truck,"Rugged, large-scale Matchbox truck equipped with a real working metal detector!",MATCHBOX,,TOYS,"egnition-sample-data, matchbox, on-sale, toys",true,Title,Default Title,,,,,TOY208,0.0,shopify,11,deny,manual,20.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/6f6de51719e0292e420a2861cc018cf0.jpg?v=1676441056,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
matchbox-grow-pro-truck,Matchbox Grow Pro Truck,"Whether it's digging up soil or planting seeds for a mini veggie farm, the Grow Pro is a tough mobile gardener on wheels!",MATCHBOX,,TOYS,"egnition-sample-data, matchbox, on-sale, toys",true,Title,Default Title,,,,,TOY207,0.0,shopify,5,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/af54dde5beb1722ed74e5e63a63fbc5b.jpg?v=1676441054,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
